category,name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,cim_latitude,cim_longitude,easting,northing
nightclub,Libertine,2 Winsley Street,,,Westminster,,,E09000033,West End,E05013808,51.51594998,-0.138440039,529264.4523,181311.8283
nightclub,The Cuckoo Club,Swallow Street,,Swallow Street,Westminster,https://www.thecuckooclub.com/,,E09000033,West End,E05013808,51.50990998,-0.137890019,529319.7124,180641.144
nightclub,Zoo Bar,13-17 Bear Street,,,Westminster,,,E09000033,St James's,E05013806,51.51090998,-0.128979972,529935.1391,180768.1125
nightclub,The Drumsheds,"Meridian Water, Argon Road, Enfield, N18 3BW",Argon Road,Meridian Water,Enfield,https://thedrumshedslondon.co.uk/,,E09000010,Upper Edmonton,E05013694,51.60921998,-0.042920037,535614.2423,191856.6741
nightclub,The Big Chill Bar,The Old Truman Brewery,"14 Dray Walk, Shadwell",,Tower Hamlets,,,E09000030,Spitalfields & Banglatown,E05009333,51.52104002,-0.072070034,533854.3415,181997.0938
nightclub,Paradise London,65 Albert Embankment,,65 Albert Embankme,Lambeth,,,E09000022,Vauxhall,E05014117,51.48789998,-0.123220012,530400.4479,178219.6125
nightclub,Union,66 Albert Embankment,,66 Albert Embankme,Lambeth,Union :: Vauxhall :: London (clubunion.co.uk),,E09000022,Vauxhall,E05014117,51.48789998,-0.123220012,530400.4479,178219.6125
nightclub,West Five Bar,"Popes Ln, S Ealing Rd, London W5 4NT",,,Ealing,,,E09000009,Ealing Common,E05013521,51.49905001,-0.30229996,517939.1556,179156.0958
nightclub,Club 33 Limited,9 Wadeson Stree,,,Tower Hamlets,,,E09000030,Bethnal Green,E05009317,51.530925,-0.051609783,535244.4297,183133.9645
nightclub,The Box Soho ,11-12 Walker's Ct,,11-12 Walker's Ct,Westminster,https://www.theboxsoho.com/,,E09000033,West End,E05013808,51.513095,-0.134889589,529518.8823,181000.6229
nightclub,Luxx Club,15 Berkeley Street,,,Westminster,,,E09000033,West End,E05013808,51.50832002,-0.143389971,528942.5559,180454.6431
nightclub,Club 49,49 Greek Street,,,Westminster,,,E09000033,West End,E05013808,51.51410001,-0.130970003,529787.989,181119.3187
nightclub,M.O.T Venue Ltd,Unit 18,Orion Business Centre Surrey Canal Ro,,Lewisham,,,E09000023,New Cross Gate,E05013728,51.48441001,-0.04809997,535625.9001,177967.9279
